Match Number,Round Number,Date,Location,Home Team,Away Team,Result
904,10,03/06/2024 19:40,Coors Field,Colorado Rockies,Cincinnati Reds,
905,10,03/06/2024 20:38,Angel Stadium,Los Angeles Angels,San Diego Padres,
906,10,03/06/2024 20:40,Chase Field,Arizona Diamondbacks,San Francisco Giants,
907,10,04/06/2024 17:40,Progressive Field,Cleveland Guardians,Kansas City Royals,
908,10,04/06/2024 17:40,PNC Park,Pittsburgh Pirates,Los Angeles Dodgers,
909,10,04/06/2024 17:40,loanDepot park,Miami Marlins,Tampa Bay Rays,
910,10,04/06/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Milwaukee Brewers,
911,10,04/06/2024 17:45,Nationals Park,Washington Nationals,New York Mets,
912,10,04/06/2024 18:05,Yankee Stadium,New York Yankees,Minnesota Twins,
913,10,04/06/2024 18:07,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,
914,10,04/06/2024 18:10,Fenway Park,Boston Red Sox,Atlanta Braves,
915,10,04/06/2024 19:05,Globe Life Field,Texas Rangers,Detroit Tigers,
916,10,04/06/2024 19:05,Wrigley Field,Chicago Cubs,Chicago White Sox,
917,10,04/06/2024 19:10,Minute Maid Park,Houston Astros,St. Louis Cardinals,
918,10,04/06/2024 19:40,Coors Field,Colorado Rockies,Cincinnati Reds,
919,10,04/06/2024 20:38,Angel Stadium,Los Angeles Angels,San Diego Padres,
920,10,04/06/2024 20:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,
921,10,04/06/2024 20:40,Chase Field,Arizona Diamondbacks,San Francisco Giants,
922,11,05/06/2024 12:35,Fenway Park,Boston Red Sox,Atlanta Braves,
923,11,05/06/2024 13:10,Minute Maid Park,Houston Astros,St. Louis Cardinals,
924,11,05/06/2024 14:10,Coors Field,Colorado Rockies,Cincinnati Reds,
925,11,05/06/2024 14:40,Chase Field,Arizona Diamondbacks,San Francisco Giants,
926,11,05/06/2024 15:05,Nationals Park,Washington Nationals,New York Mets,
927,11,05/06/2024 15:05,Citizens Bank Park,Philadelphia Phillies,Milwaukee Brewers,
928,11,05/06/2024 17:40,Progressive Field,Cleveland Guardians,Kansas City Royals,
929,11,05/06/2024 17:40,PNC Park,Pittsburgh Pirates,Los Angeles Dodgers,
930,11,05/06/2024 17:40,loanDepot park,Miami Marlins,Tampa Bay Rays,
931,11,05/06/2024 18:05,Yankee Stadium,New York Yankees,Minnesota Twins,
932,11,05/06/2024 18:07,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,
933,11,05/06/2024 19:05,Globe Life Field,Texas Rangers,Detroit Tigers,
934,11,05/06/2024 19:05,Wrigley Field,Chicago Cubs,Chicago White Sox,
935,11,05/06/2024 20:38,Angel Stadium,Los Angeles Angels,San Diego Padres,
936,11,05/06/2024 20:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,
937,11,06/06/2024 12:07,Rogers Centre,Toronto Blue Jays,Baltimore Orioles,
938,11,06/06/2024 12:10,Progressive Field,Cleveland Guardians,Kansas City Royals,
939,11,06/06/2024 14:37,Oakland Coliseum,Oakland Athletics,Seattle Mariners,
940,11,06/06/2024 17:40,PNC Park,Pittsburgh Pirates,Los Angeles Dodgers,
941,11,06/06/2024 17:45,Nationals Park,Washington Nationals,Atlanta Braves,
942,11,06/06/2024 18:05,Yankee Stadium,New York Yankees,Minnesota Twins,
943,11,06/06/2024 18:10,Great American Ball Park,Cincinnati Reds,Chicago Cubs,
944,11,06/06/2024 18:45,Busch Stadium,St. Louis Cardinals,Colorado Rockies,
945,11,06/06/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Boston Red Sox,
946,11,06/06/2024 20:40,Petco Park,San Diego Padres,Arizona Diamondbacks,
947,11,07/06/2024 17:40,PNC Park,Pittsburgh Pirates,Minnesota Twins,
948,11,07/06/2024 17:40,Comerica Park,Detroit Tigers,Milwaukee Brewers,
949,11,07/06/2024 17:45,Nationals Park,Washington Nationals,Atlanta Braves,
950,11,07/06/2024 17:50,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,
951,11,07/06/2024 18:05,Yankee Stadium,New York Yankees,Los Angeles Dodgers,
952,11,07/06/2024 18:10,Great American Ball Park,Cincinnati Reds,Chicago Cubs,
953,11,07/06/2024 18:10,loanDepot park,Miami Marlins,Cleveland Guardians,
954,11,07/06/2024 19:05,Globe Life Field,Texas Rangers,San Francisco Giants,
955,11,07/06/2024 19:10,Kauffman Stadium,Kansas City Royals,Seattle Mariners,
956,11,07/06/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Boston Red Sox,
957,11,07/06/2024 19:15,Busch Stadium,St. Louis Cardinals,Colorado Rockies,
958,11,07/06/2024 20:38,Angel Stadium,Los Angeles Angels,Houston Astros,
959,11,07/06/2024 20:40,Petco Park,San Diego Padres,Arizona Diamondbacks,
960,11,07/06/2024 20:40,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,
961,11,08/06/2024 12:10,London Stadium,New York Mets,Philadelphia Phillies,
962,11,08/06/2024 15:05,Globe Life Field,Texas Rangers,San Francisco Giants,
963,11,08/06/2024 15:05,PNC Park,Pittsburgh Pirates,Minnesota Twins,
964,11,08/06/2024 15:05,Nationals Park,Washington Nationals,Atlanta Braves,
965,11,08/06/2024 15:07,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,
966,11,08/06/2024 15:10,Great American Ball Park,Cincinnati Reds,Chicago Cubs,
967,11,08/06/2024 15:10,Kauffman Stadium,Kansas City Royals,Seattle Mariners,
968,11,08/06/2024 15:10,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,
969,11,08/06/2024 15:10,Guaranteed Rate Field,Chicago White Sox,Boston Red Sox,
970,11,08/06/2024 15:10,Comerica Park,Detroit Tigers,Milwaukee Brewers,
971,11,08/06/2024 15:15,Busch Stadium,St. Louis Cardinals,Colorado Rockies,
972,11,08/06/2024 18:35,loanDepot park,Miami Marlins,Cleveland Guardians,
973,11,08/06/2024 18:35,Yankee Stadium,New York Yankees,Los Angeles Dodgers,
974,11,08/06/2024 19:40,Petco Park,San Diego Padres,Arizona Diamondbacks,
975,11,08/06/2024 21:07,Angel Stadium,Los Angeles Angels,Houston Astros,
976,11,09/06/2024 09:10,London Stadium,Philadelphia Phillies,New York Mets,
977,11,09/06/2024 12:35,PNC Park,Pittsburgh Pirates,Minnesota Twins,
978,11,09/06/2024 12:35,Nationals Park,Washington Nationals,Atlanta Braves,
979,11,09/06/2024 12:40,Great American Ball Park,Cincinnati Reds,Chicago Cubs,
980,11,09/06/2024 12:40,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,
981,11,09/06/2024 12:40,loanDepot park,Miami Marlins,Cleveland Guardians,
982,11,09/06/2024 12:40,Comerica Park,Detroit Tigers,Milwaukee Brewers,
983,11,09/06/2024 13:10,Kauffman Stadium,Kansas City Royals,Seattle Mariners,
984,11,09/06/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Boston Red Sox,
985,11,09/06/2024 13:15,Busch Stadium,St. Louis Cardinals,Colorado Rockies,
986,11,09/06/2024 13:35,Globe Life Field,Texas Rangers,San Francisco Giants,
987,11,09/06/2024 15:07,Angel Stadium,Los Angeles Angels,Houston Astros,
988,11,09/06/2024 15:07,Oakland Coliseum,Oakland Athletics,Toronto Blue Jays,
989,11,09/06/2024 15:10,Petco Park,San Diego Padres,Arizona Diamondbacks,
990,11,09/06/2024 18:10,Yankee Stadium,New York Yankees,Los Angeles Dodgers,
991,11,10/06/2024 17:50,Tropicana Field,Tampa Bay Rays,Baltimore Orioles,
992,11,10/06/2024 18:40,Target Field,Minnesota Twins,Colorado Rockies,
993,11,10/06/2024 19:10,Kauffman Stadium,Kansas City Royals,New York Yankees,
994,11,10/06/2024 19:10,American Family Field,Milwaukee Brewers,Toronto Blue Jays,
995,11,10/06/2024 20:40,Petco Park,San Diego Padres,Oakland Athletics,
996,11,10/06/2024 20:40,T-Mobile Park,Seattle Mariners,Chicago White Sox,
997,11,10/06/2024 20:45,Oracle Park,San Francisco Giants,Houston Astros,
998,11,11/06/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Atlanta Braves,
999,11,11/06/2024 17:40,Comerica Park,Detroit Tigers,Washington Nationals,
1000,11,11/06/2024 17:50,Tropicana Field,Tampa Bay Rays,Chicago Cubs,
1001,11,11/06/2024 18:10,Great American Ball Park,Cincinnati Reds,Cleveland Guardians,
1002,11,11/06/2024 18:10,Fenway Park,Boston Red Sox,Philadelphia Phillies,
1003,11,11/06/2024 18:10,Citi Field,New York Mets,Miami Marlins,
1004,11,11/06/2024 18:40,Target Field,Minnesota Twins,Colorado Rockies,
1005,11,11/06/2024 18:45,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,
1006,11,11/06/2024 19:10,Kauffman Stadium,Kansas City Royals,New York Yankees,
1007,11,11/06/2024 19:10,American Family Field,Milwaukee Brewers,Toronto Blue Jays,
1008,11,11/06/2024 20:40,Chase Field,Arizona Diamondbacks,Los Angeles Angels,
1009,11,11/06/2024 20:40,Petco Park,San Diego Padres,Oakland Athletics,
1010,11,11/06/2024 20:40,T-Mobile Park,Seattle Mariners,Chicago White Sox,
1011,11,11/06/2024 20:45,Oracle Park,San Francisco Giants,Houston Astros,
1012,11,11/06/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Texas Rangers,
1013,12,12/06/2024 12:10,Target Field,Minnesota Twins,Colorado Rockies,
1014,12,12/06/2024 13:10,American Family Field,Milwaukee Brewers,Toronto Blue Jays,
1015,12,12/06/2024 14:45,Oracle Park,San Francisco Giants,Houston Astros,
1016,12,12/06/2024 15:10,Petco Park,San Diego Padres,Oakland Athletics,
1017,12,12/06/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Atlanta Braves,
1018,12,12/06/2024 17:40,Comerica Park,Detroit Tigers,Washington Nationals,
1019,12,12/06/2024 17:50,Tropicana Field,Tampa Bay Rays,Chicago Cubs,
1020,12,12/06/2024 18:10,Great American Ball Park,Cincinnati Reds,Cleveland Guardians,
1021,12,12/06/2024 18:10,Fenway Park,Boston Red Sox,Philadelphia Phillies,
1022,12,12/06/2024 18:10,Citi Field,New York Mets,Miami Marlins,
1023,12,12/06/2024 18:45,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,
1024,12,12/06/2024 19:10,Kauffman Stadium,Kansas City Royals,New York Yankees,
1025,12,12/06/2024 20:40,Chase Field,Arizona Diamondbacks,Los Angeles Angels,
1026,12,12/06/2024 20:40,T-Mobile Park,Seattle Mariners,Chicago White Sox,
1027,12,12/06/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Texas Rangers,
1028,12,13/06/2024 12:05,Oriole Park at Camden Yards,Baltimore Orioles,Atlanta Braves,
1029,12,13/06/2024 12:10,Comerica Park,Detroit Tigers,Washington Nationals,
1030,12,13/06/2024 13:10,Kauffman Stadium,Kansas City Royals,New York Yankees,
1031,12,13/06/2024 13:15,Busch Stadium,St. Louis Cardinals,Pittsburgh Pirates,
1032,12,13/06/2024 17:50,Tropicana Field,Tampa Bay Rays,Chicago Cubs,
1033,12,13/06/2024 18:10,Fenway Park,Boston Red Sox,Philadelphia Phillies,
1034,12,13/06/2024 18:10,Citi Field,New York Mets,Miami Marlins,
1035,12,13/06/2024 18:40,Target Field,Minnesota Twins,Oakland Athletics,
1036,12,13/06/2024 20:40,Chase Field,Arizona Diamondbacks,Los Angeles Angels,
1037,12,13/06/2024 20:40,T-Mobile Park,Seattle Mariners,Chicago White Sox,
1038,12,13/06/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Texas Rangers,
1039,12,14/06/2024 13:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,
1040,12,14/06/2024 17:45,Nationals Park,Washington Nationals,Miami Marlins,
1041,12,14/06/2024 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Philadelphia Phillies,
1042,12,14/06/2024 18:07,Rogers Centre,Toronto Blue Jays,Cleveland Guardians,
1043,12,14/06/2024 18:10,Citi Field,New York Mets,San Diego Padres,
1044,12,14/06/2024 18:10,Fenway Park,Boston Red Sox,New York Yankees,
1045,12,14/06/2024 18:20,Truist Park,Atlanta Braves,Tampa Bay Rays,
1046,12,14/06/2024 19:10,Minute Maid Park,Houston Astros,Detroit Tigers,
1047,12,14/06/2024 19:10,Target Field,Minnesota Twins,Oakland Athletics,
1048,12,14/06/2024 19:10,American Family Field,Milwaukee Brewers,Cincinnati Reds,
1049,12,14/06/2024 19:40,Coors Field,Colorado Rockies,Pittsburgh Pirates,
1050,12,14/06/2024 20:40,Chase Field,Arizona Diamondbacks,Chicago White Sox,
1051,12,14/06/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Kansas City Royals,
1052,12,14/06/2024 21:10,T-Mobile Park,Seattle Mariners,Texas Rangers,
1053,12,14/06/2024 21:15,Oracle Park,San Francisco Giants,Los Angeles Angels,
1054,12,15/06/2024 13:10,Target Field,Minnesota Twins,Oakland Athletics,
1055,12,15/06/2024 13:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,
1056,12,15/06/2024 14:07,Rogers Centre,Toronto Blue Jays,Cleveland Guardians,
1057,12,15/06/2024 15:05,Oracle Park,San Francisco Giants,Los Angeles Angels,
1058,12,15/06/2024 15:05,Oriole Park at Camden Yards,Baltimore Orioles,Philadelphia Phillies,
1059,12,15/06/2024 15:05,Nationals Park,Washington Nationals,Miami Marlins,
1060,12,15/06/2024 15:10,Minute Maid Park,Houston Astros,Detroit Tigers,
1061,12,15/06/2024 15:10,Citi Field,New York Mets,San Diego Padres,
1062,12,15/06/2024 15:10,Truist Park,Atlanta Braves,Tampa Bay Rays,
1063,12,15/06/2024 15:10,American Family Field,Milwaukee Brewers,Cincinnati Reds,
1064,12,15/06/2024 18:15,T-Mobile Park,Seattle Mariners,Texas Rangers,
1065,12,15/06/2024 18:15,Fenway Park,Boston Red Sox,New York Yankees,
1066,12,15/06/2024 20:10,Dodger Stadium,Los Angeles Dodgers,Kansas City Royals,
1067,12,15/06/2024 20:10,Coors Field,Colorado Rockies,Pittsburgh Pirates,
1068,12,15/06/2024 21:10,Chase Field,Arizona Diamondbacks,Chicago White Sox,
1069,12,16/06/2024 12:35,Oriole Park at Camden Yards,Baltimore Orioles,Philadelphia Phillies,
1070,12,16/06/2024 12:35,Truist Park,Atlanta Braves,Tampa Bay Rays,
1071,12,16/06/2024 12:35,Nationals Park,Washington Nationals,Miami Marlins,
1072,12,16/06/2024 12:37,Rogers Centre,Toronto Blue Jays,Cleveland Guardians,
1073,12,16/06/2024 12:40,Citi Field,New York Mets,San Diego Padres,
1074,12,16/06/2024 13:10,Minute Maid Park,Houston Astros,Detroit Tigers,
1075,12,16/06/2024 13:10,Target Field,Minnesota Twins,Oakland Athletics,
1076,12,16/06/2024 13:10,American Family Field,Milwaukee Brewers,Cincinnati Reds,
1077,12,16/06/2024 13:20,Wrigley Field,Chicago Cubs,St. Louis Cardinals,
1078,12,16/06/2024 14:10,Coors Field,Colorado Rockies,Pittsburgh Pirates,
1079,12,16/06/2024 15:05,Oracle Park,San Francisco Giants,Los Angeles Angels,
1080,12,16/06/2024 15:10,Dodger Stadium,Los Angeles Dodgers,Kansas City Royals,
1081,12,16/06/2024 15:10,T-Mobile Park,Seattle Mariners,Texas Rangers,
1082,12,16/06/2024 15:10,Chase Field,Arizona Diamondbacks,Chicago White Sox,
1083,12,16/06/2024 18:10,Fenway Park,Boston Red Sox,New York Yankees,
1084,12,17/06/2024 17:40,PNC Park,Pittsburgh Pirates,Cincinnati Reds,
1085,12,17/06/2024 17:40,Citizens Bank Park,Philadelphia Phillies,San Diego Padres,
1086,12,17/06/2024 17:40,loanDepot park,Miami Marlins,St. Louis Cardinals,
1087,12,17/06/2024 18:07,Rogers Centre,Toronto Blue Jays,Boston Red Sox,
1088,12,17/06/2024 18:20,Truist Park,Atlanta Braves,Detroit Tigers,
1089,12,17/06/2024 19:05,Wrigley Field,Chicago Cubs,San Francisco Giants,
1090,12,17/06/2024 19:05,Globe Life Field,Texas Rangers,New York Mets,
1091,12,17/06/2024 19:40,Coors Field,Colorado Rockies,Los Angeles Dodgers,
1092,12,17/06/2024 20:38,Angel Stadium,Los Angeles Angels,Milwaukee Brewers,
1093,12,18/06/2024 17:40,PNC Park,Pittsburgh Pirates,Cincinnati Reds,
1094,12,18/06/2024 17:40,Progressive Field,Cleveland Guardians,Seattle Mariners,
1095,12,18/06/2024 17:40,Citizens Bank Park,Philadelphia Phillies,San Diego Padres,
1096,12,18/06/2024 17:40,loanDepot park,Miami Marlins,St. Louis Cardinals,
1097,12,18/06/2024 17:45,Nationals Park,Washington Nationals,Arizona Diamondbacks,
1098,12,18/06/2024 18:05,Yankee Stadium,New York Yankees,Baltimore Orioles,
1099,12,18/06/2024 18:07,Rogers Centre,Toronto Blue Jays,Boston Red Sox,
1100,12,18/06/2024 18:20,Truist Park,Atlanta Braves,Detroit Tigers,
1101,12,18/06/2024 18:40,Target Field,Minnesota Twins,Tampa Bay Rays,
1102,12,18/06/2024 19:05,Wrigley Field,Chicago Cubs,San Francisco Giants,
1103,12,18/06/2024 19:05,Globe Life Field,Texas Rangers,New York Mets,
1104,12,18/06/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Houston Astros,
1105,12,18/06/2024 19:40,Coors Field,Colorado Rockies,Los Angeles Dodgers,
1106,12,18/06/2024 20:38,Angel Stadium,Los Angeles Angels,Milwaukee Brewers,
1107,12,18/06/2024 20:40,Oakland Coliseum,Oakland Athletics,Kansas City Royals,
1108,13,19/06/2024 11:20,Truist Park,Atlanta Braves,Detroit Tigers,
1109,13,19/06/2024 11:35,PNC Park,Pittsburgh Pirates,Cincinnati Reds,
1110,13,19/06/2024 11:40,loanDepot park,Miami Marlins,St. Louis Cardinals,
1111,13,19/06/2024 12:05,Citizens Bank Park,Philadelphia Phillies,San Diego Padres,
1112,13,19/06/2024 13:20,Wrigley Field,Chicago Cubs,San Francisco Giants,
1113,13,19/06/2024 15:05,Nationals Park,Washington Nationals,Arizona Diamondbacks,
1114,13,19/06/2024 17:40,Progressive Field,Cleveland Guardians,Seattle Mariners,
1115,13,19/06/2024 18:05,Yankee Stadium,New York Yankees,Baltimore Orioles,
1116,13,19/06/2024 18:07,Rogers Centre,Toronto Blue Jays,Boston Red Sox,
1117,13,19/06/2024 18:40,Target Field,Minnesota Twins,Tampa Bay Rays,
1118,13,19/06/2024 19:05,Globe Life Field,Texas Rangers,New York Mets,
1119,13,19/06/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Houston Astros,
1120,13,19/06/2024 19:40,Coors Field,Colorado Rockies,Los Angeles Dodgers,
1121,13,19/06/2024 20:38,Angel Stadium,Los Angeles Angels,Milwaukee Brewers,
1122,13,19/06/2024 20:40,Oakland Coliseum,Oakland Athletics,Kansas City Royals,
1123,13,20/06/2024 12:05,Nationals Park,Washington Nationals,Arizona Diamondbacks,
1124,13,20/06/2024 12:10,Progressive Field,Cleveland Guardians,Seattle Mariners,
1125,13,20/06/2024 12:10,Target Field,Minnesota Twins,Tampa Bay Rays,
1126,13,20/06/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Houston Astros,
1127,13,20/06/2024 14:10,Coors Field,Colorado Rockies,Los Angeles Dodgers,
1128,13,20/06/2024 14:37,Oakland Coliseum,Oakland Athletics,Kansas City Royals,
1129,13,20/06/2024 15:05,Yankee Stadium,New York Yankees,Baltimore Orioles,
1130,13,20/06/2024 18:15,Rickwood Field,St. Louis Cardinals,San Francisco Giants,
1131,13,20/06/2024 20:40,Petco Park,San Diego Padres,Milwaukee Brewers,
1132,13,21/06/2024 13:20,Wrigley Field,Chicago Cubs,New York Mets,
1133,13,21/06/2024 17:40,PNC Park,Pittsburgh Pirates,Tampa Bay Rays,
1134,13,21/06/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Arizona Diamondbacks,
1135,13,21/06/2024 17:40,Comerica Park,Detroit Tigers,Chicago White Sox,
1136,13,21/06/2024 18:05,Yankee Stadium,New York Yankees,Atlanta Braves,
1137,13,21/06/2024 18:10,Great American Ball Park,Cincinnati Reds,Boston Red Sox,
1138,13,21/06/2024 18:10,Progressive Field,Cleveland Guardians,Toronto Blue Jays,
1139,13,21/06/2024 18:10,loanDepot park,Miami Marlins,Seattle Mariners,
1140,13,21/06/2024 19:05,Globe Life Field,Texas Rangers,Kansas City Royals,
1141,13,21/06/2024 19:10,Minute Maid Park,Houston Astros,Baltimore Orioles,
1142,13,21/06/2024 19:40,Coors Field,Colorado Rockies,Washington Nationals,
1143,13,21/06/2024 20:40,Oakland Coliseum,Oakland Athletics,Minnesota Twins,
1144,13,21/06/2024 20:40,Petco Park,San Diego Padres,Milwaukee Brewers,
1145,13,21/06/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,
1146,13,22/06/2024 12:10,Comerica Park,Detroit Tigers,Chicago White Sox,
1147,13,22/06/2024 13:15,Busch Stadium,St. Louis Cardinals,San Francisco Giants,
1148,13,22/06/2024 13:20,Wrigley Field,Chicago Cubs,New York Mets,
1149,13,22/06/2024 15:05,PNC Park,Pittsburgh Pirates,Tampa Bay Rays,
1150,13,22/06/2024 15:05,Globe Life Field,Texas Rangers,Kansas City Royals,
1151,13,22/06/2024 15:05,Citizens Bank Park,Philadelphia Phillies,Arizona Diamondbacks,
1152,13,22/06/2024 15:07,Oakland Coliseum,Oakland Athletics,Minnesota Twins,
1153,13,22/06/2024 15:10,Great American Ball Park,Cincinnati Reds,Boston Red Sox,
1154,13,22/06/2024 15:10,Minute Maid Park,Houston Astros,Baltimore Orioles,
1155,13,22/06/2024 15:10,Progressive Field,Cleveland Guardians,Toronto Blue Jays,
1156,13,22/06/2024 15:10,loanDepot park,Miami Marlins,Seattle Mariners,
1157,13,22/06/2024 18:15,Yankee Stadium,New York Yankees,Atlanta Braves,
1158,13,22/06/2024 18:15,Petco Park,San Diego Padres,Milwaukee Brewers,
1159,13,22/06/2024 20:10,Coors Field,Colorado Rockies,Washington Nationals,
1160,13,22/06/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,
1161,13,23/06/2024 12:35,PNC Park,Pittsburgh Pirates,Tampa Bay Rays,
1162,13,23/06/2024 12:35,Citizens Bank Park,Philadelphia Phillies,Arizona Diamondbacks,
1163,13,23/06/2024 12:35,Yankee Stadium,New York Yankees,Atlanta Braves,
1164,13,23/06/2024 12:40,Great American Ball Park,Cincinnati Reds,Boston Red Sox,
1165,13,23/06/2024 12:40,Progressive Field,Cleveland Guardians,Toronto Blue Jays,
1166,13,23/06/2024 12:40,Comerica Park,Detroit Tigers,Chicago White Sox,
1167,13,23/06/2024 12:40,loanDepot park,Miami Marlins,Seattle Mariners,
1168,13,23/06/2024 13:10,Minute Maid Park,Houston Astros,Baltimore Orioles,
